,0
0,-3987.358781808839
1,-3926.3776500154
2,-3932.1188781236924
3,-3941.7487525603697
4,-3936.592124699836
5,-3919.3291111130807
6,-3861.1818150209965
7,-3860.1639014082643
8,-3830.0799903639872
9,-3796.9639177437753
10,-3744.425279190058
11,-3747.978682766341
12,-3726.538519745814
13,-3789.3785544142543
14,-3751.2899408061357
15,-3679.619609131713
16,-3617.7510516099496
17,-3546.9409161538456
18,-3481.4698786279714
19,-3467.024872917629
20,-3462.5138003731627
21,-3468.206812562751
22,-3494.387059411225
23,-3514.4954250205933
24,-3579.0885658784628
25,-3643.5785176679283
26,-3619.405357128108
27,-3612.460193658705
28,-3610.882515608187
29,-3638.8796475999816
30,-3635.4802089763957
31,-3629.966803619675
32,-3606.5929379630034
33,-3579.3704915085996
34,-3550.264716603367
35,-3523.4261565121383
36,-3536.544672254641
37,-3555.129201477874
38,-3571.4044283496205
39,-3587.091476442196
40,-3590.275610179078
41,-3569.842872379667
42,-3537.6186849929945
43,-3550.8933333958107
44,-3530.0827251714954
45,-3544.841481583008
46,-3575.250172980167
47,-3586.5613264075005
48,-3607.056686092539
49,-3556.5689813103513
50,-3515.9588811040667
51,-3485.7776418149065
52,-3467.868793283484
53,-3439.8033767292045
54,-3402.9030543863364
55,-3371.3298477059748
56,-3325.779365461245
57,-3322.6306235711772
58,-3319.912442034231
59,-3309.80550250748
60,-3298.5173409357135
61,-3370.3341741898726
62,-3387.3172432484153
63,-3424.9651592290406
64,-3443.321880305606
65,-3438.611356006701
66,-3445.195688788515
67,-3406.95868020043
68,-3360.3623205036524
69,-3353.6262299676655
70,-3323.702370680402
71,-3314.034240317046
72,-3320.2980802307684
73,-3286.598422924475
74,-3252.021259790287
75,-3272.3459276680683
76,-3297.0512867529783
77,-3321.895160039367
78,-3316.452158085642
79,-3313.884062574878
80,-3348.9291457542727
81,-3387.2694451561556
82,-3375.982716568033
83,-3385.8185643782012
84,-3385.212208824086
85,-3383.272038636973
86,-3421.8763470386293
87,-3411.467021108652
88,-3383.4265766792437
89,-3380.059399645577
90,-3360.1051729492524
91,-3341.8862715171063
92,-3334.893677557074
93,-3335.5544786687433
94,-3402.1639353641835
95,-3478.2614785979167
96,-3518.672474693624
97,-3555.6635781470704
98,-3551.4498509845544
99,-3547.8575113221386
100,-3564.885374027543
101,-3607.0975620204645
102,-3573.263957952919
103,-3563.490008136328
104,-3539.548627770616
105,-3524.239186840086
106,-3537.012495411545
107,-3573.3615873143513
108,-3584.4746725047053
109,-3609.659969553549
110,-3591.4718201143946
111,-3560.5327617790717
112,-3537.8225347847188
113,-3533.500316449221
114,-3531.5126178248247
115,-3524.0828551278632
116,-3556.915038771943
117,-3566.0723038138403
118,-3613.4218164158565
119,-3588.2637615084104
120,-3628.3287801063707
121,-3716.742578138027
122,-3829.9127627755306
123,-3766.627997914426
124,-3700.4370282430887
125,-3641.508293285402
126,-3587.6547501236237
127,-3531.333756798966
128,-3484.931517366888
129,-3442.5159657098093
130,-3438.8380612486417
131,-3393.3453726446915
132,-3368.654248092539
133,-3362.088455630481
134,-3377.058797924936
135,-3406.438418558201
136,-3430.7249498812157
137,-3446.365037840775
138,-3467.0582180281353
139,-3466.2384006076304
140,-3447.039576437892
141,-3409.6446449437394
142,-3360.3018526437477
143,-3337.5516939113627
144,-3388.26151256156
145,-3462.3913535403267
146,-3566.0400001940784
147,-3647.2840030722227
148,-3655.597483899091
149,-3615.96995554389
150,-3578.8286680077167
151,-3561.0079236445886
152,-3498.8264790435587
153,-3453.7225879778575
154,-3401.6304840717407
155,-3393.8582101821034
156,-3394.697212069473
157,-3382.4162874257604
158,-3347.931703003002
159,-3315.439148565407
160,-3277.2383581015815
161,-3255.6197893040403
162,-3247.2706935148594
163,-3283.140094032126
164,-3257.112197774073
165,-3297.1163505998456
166,-3283.7376238976954
167,-3223.811035690261
168,-3188.9104212973552
169,-3171.057528896782
170,-3194.0033613659903
171,-3159.1279477454336
172,-3153.0579816323716
173,-3129.5997688386306
174,-3148.814539447397
175,-3136.315999947929
176,-3120.6344122835667
177,-3113.852358153193
178,-3118.663819916855
179,-3104.9901662399534
180,-3148.7483953879973
181,-3166.802371990541
182,-3166.5084735374585
183,-3162.9426037678018
184,-3135.823139409036
185,-3100.804145965379
186,-3074.3292136210193
187,-3062.768707528245
188,-3104.954541480543
189,-3051.2502693704414
190,-3025.7531239191358
191,-3004.809859694989
192,-2993.7152561871235
193,-2985.644595805916
194,-3046.9476616051234
195,-3090.2930870718474
196,-3174.266292054855
197,-3226.457619006411
198,-3212.1979743850247
199,-3128.138080213809
200,-3116.1003491136225
201,-3043.3891205254863
202,-2998.6975613807463
203,-2972.2473718382707
204,-2939.765115277284
205,-2919.6770296873556
206,-2936.5861801916553
207,-2919.1802748736563
208,-2960.1076289881867
209,-2993.8020287330387
210,-3010.603306370229
211,-3000.082986598535
212,-2949.8620761896577
213,-2916.2330344545353
214,-2874.514078656413
215,-2853.9702601602003
216,-2850.8343555575716
217,-2824.707605292144
218,-2788.3917335798287
219,-2735.4873783627118
220,-2701.973337985586
221,-2672.404890848796
222,-2636.571391022616
223,-2612.2854458285856
224,-2593.1754658620434
225,-2629.5876693085966
226,-2676.1966601862696
227,-2739.059213149007
228,-2708.5237918083794
229,-2695.603295996587
230,-2688.795964097761
231,-2668.919342996599
232,-2633.2102469516676
233,-2591.380986007311
234,-2600.236597936695
235,-2599.9731125761505
236,-2615.1509165385455
237,-2684.8611052212514
238,-2673.6154117315245
239,-2671.695326998821
240,-2677.8513416594533
241,-2719.716132363028
242,-2796.95630257696
243,-2813.02837987304
244,-2820.9873531368726
245,-2818.4176027920303
246,-2814.46981600805
247,-2777.6114381481325
248,-2733.412332940963
249,-2696.9731919524775
250,-2635.168306239859
251,-2597.561768392592
252,-2557.7686802814283
253,-2525.538237349711
254,-2499.756614424066
255,-2460.195613165444
256,-2428.408613397858
257,-2434.2642560288373
258,-2407.9528184010055
259,-2373.2347734777372
260,-2340.677642367955
261,-2299.3331438129967
262,-2291.1827090930565
263,-2232.2028544582117
264,-2193.7487070812585
265,-2180.9070838396437
266,-2190.742061266229
267,-2178.0117917727293
268,-2148.2518919540025
269,-2147.5750116050312
270,-2152.580051897175
271,-2164.691522823697
272,-2178.3205111572934
273,-2186.921966683003
274,-2204.015922300664
275,-2192.8305145505374
276,-2196.012975353347
277,-2196.791079447554
278,-2188.4994839216997
279,-2171.499239359359
280,-2193.0665716329845
281,-2162.3668440606725
282,-2145.095934180762
283,-2125.7919033886205
284,-2118.1328630732914
285,-2093.0195066073093
286,-2058.613578871906
287,-2030.1382792650143
288,-2041.4360512968183
289,-2018.2492593086956
290,-2004.5203384029835
291,-1993.612183302131
292,-1978.5146366398749
293,-1956.775570866003
294,-1933.187933597337
295,-1934.7406413634635
296,-1937.5140124902114
297,-1928.8797508297923
298,-1919.6475725561845
299,-1914.5950580961894
300,-1896.968370656374
301,-1897.7954993514304
302,-1898.7466667247863
303,-1903.2051687709713
304,-1881.2378529909672
305,-1873.1710145697048
306,-1843.2555626810035
307,-1831.9300362220413
308,-1816.2207545301387
309,-1808.5441164132376
310,-1782.9690929009603
311,-1791.4179524405326
312,-1776.9305152348288
313,-1777.542552512014
314,-1782.5034781455968
315,-1805.4141218507225
316,-1818.9285721966876
317,-1830.1365299764868
318,-1868.8291421636538
319,-1889.6060526402591
320,-1887.1361021978398
321,-1904.8423813243828
322,-1919.8379688197856
323,-1926.186787033784
324,-1942.3646055818294
325,-1984.822635678814
326,-1989.7303855393432
327,-1986.163990309626
328,-1982.2896421719158
329,-1982.6705254816413
330,-2005.1790843803908
331,-2007.694159363672
332,-1991.1752103518452
333,-1979.2015231719506
334,-1975.5507982877461
335,-1994.3185473661265
336,-1960.9179380051276
337,-1964.7308504188102
338,-1950.9692168058975
339,-1956.1918298629153
340,-1966.7000396494084
341,-1979.917062919841
342,-1993.3392929730112
343,-1993.6904548001187
344,-1967.6535832249244
345,-1946.598876507502
346,-1952.9085773503434
347,-1951.9627649641961
348,-1954.5745328224918
349,-1956.6659070704688
350,-1931.5218243568797
351,-1924.7788734186483
352,-1919.1997584043552
353,-1937.7009163296132
354,-1899.8999003608092
355,-1919.0887040569526
356,-1943.929857377237
357,-1921.353101871381
358,-1909.5244365967853
359,-1873.5588369784348
360,-1858.8041431647696
361,-1823.2828837428492
362,-1825.557880353758
363,-1800.7501349047177
364,-1778.56703830225
365,-1767.85706739128
366,-1754.0856587798462
367,-1767.568374986094
368,-1795.7974993606022
369,-1816.9624199004622
370,-1859.140092848121
371,-1859.8795509401252
372,-1852.3526427779905
373,-1839.8601754322249
374,-1837.5685835710274
375,-1844.9662767957682
376,-1856.0306984590156
377,-1862.5647051773758
378,-1880.8431360156221
379,-1894.2412282255332
380,-1883.7467288322948
381,-1886.1184074354223
382,-1879.8515579716932
383,-1867.3568085413335
384,-1858.569966614611
385,-1861.4411223721947
386,-1864.719907082055
387,-1866.0162021319222
388,-1887.0289218239186
389,-1882.7456462670007
390,-1886.2549883905986
391,-1878.4437451233543
392,-1847.1014546387494
393,-1846.8889805492802
394,-1818.549755598196
395,-1786.3464906827498
396,-1774.0985064864271
397,-1757.202374002613
398,-1742.6961250566158
399,-1719.515471500634
400,-1711.4855164827648
401,-1746.402986228731
402,-1755.2272987924916
403,-1762.644225803574
404,-1759.4610082451666
405,-1748.9063896152627
406,-1735.2272568427359
407,-1722.9377292944382
408,-1700.0807450003676
409,-1695.5909125477986
410,-1694.5659502543008
411,-1701.252024609057
412,-1719.2688233055524
413,-1732.6199427040497
414,-1730.0077766640616
415,-1730.3420564310454
416,-1717.8992661448826
417,-1740.3132121080525
418,-1733.8663917408248
419,-1749.0406413500255
420,-1755.358134812807
421,-1762.9295329685738
422,-1817.319205091633
423,-1827.4255392542034
424,-1845.9087859468937
425,-1841.3289995603434
426,-1829.3599889162997
427,-1827.3583810084624
428,-1821.3114074130106
429,-1812.2810391486005
430,-1805.1022309270065
431,-1789.2272232526318
432,-1796.644875446978
433,-1797.2092998951282
434,-1833.013399187535
435,-1806.1926503427069
436,-1791.2795707538294
437,-1756.0154748336547
438,-1730.0023257338992
439,-1729.300670124996
440,-1709.1451606058295
441,-1710.3119100490542
442,-1725.3762491459602
443,-1728.6766634879903
444,-1727.9543425816746
445,-1750.2139704260076
446,-1755.947957083088
447,-1765.1105733458971
448,-1751.6609909076665
449,-1741.6457393852395
450,-1737.5471442485448
451,-1746.0838516012332
452,-1734.5802621640344
453,-1708.456190094494
454,-1707.5257733708872
455,-1681.0079632071852
456,-1653.1396009337884
457,-1645.5238718588462
458,-1626.1078933074023
459,-1622.74381761257
460,-1647.0178393859303
461,-1635.9158976333952
462,-1635.7268089270706
463,-1634.1284073142551
464,-1656.0743392347822
465,-1640.9251497157554
466,-1622.1948280775468
467,-1608.790338464412
468,-1598.4454996983627
469,-1601.6084978169038
470,-1596.7381035930605
471,-1596.101136663855
472,-1625.8047131848539
473,-1609.0380859016382
474,-1617.5733574501232
475,-1593.5257157961819
476,-1596.6689317244989
477,-1584.286545075927
478,-1620.2396036193259
479,-1639.3607822330464
480,-1656.6710123523874
481,-1648.657914352767
482,-1645.216543348417
483,-1625.3445934618533
484,-1605.7751479966355
485,-1610.9240257202928
486,-1620.2684241811126
487,-1599.2693019940077
488,-1607.5713395028356
489,-1620.7616701595555
490,-1636.9365393696326
491,-1654.3938537434544
492,-1669.5454381496268
493,-1669.3050972275848
494,-1656.6255444390265
495,-1662.7066884517278
496,-1665.0762780870484
497,-1655.6416500948458
498,-1640.9854495601785
499,-1647.5016373612632
500,-1620.0633979546203
501,-1618.0980225629862
502,-1592.192936253019
503,-1594.303062594975
504,-1566.1784290641751
505,-1558.9258367609098
506,-1566.3521704348448
507,-1570.531824481918
508,-1573.8220092555878
509,-1574.4621175059574
510,-1553.7230942509955
511,-1536.6724324617937
512,-1521.2687198266724
513,-1498.1079905502665
514,-1500.2112545517487
515,-1508.4381765221249
516,-1506.4779369473752
517,-1493.0672751545417
518,-1482.1009712334362
519,-1513.165768762913
520,-1540.2040475216581
521,-1541.7558115838294
522,-1540.4810525260418
523,-1580.0176392344943
524,-1566.7231986938418
525,-1550.076883593588
526,-1571.048008836297
527,-1557.4253804605987
528,-1536.3322160881994
529,-1528.6969589232244
530,-1537.1130688152657
531,-1534.6619225679042
532,-1539.6993577637181
533,-1554.6424712044961
534,-1554.8833651547857
535,-1563.3251050224853
536,-1574.8746494397449
537,-1587.3939303369993
538,-1562.9821231087637
539,-1542.6336795427983
540,-1560.5045542212324
541,-1602.0574455076635
542,-1611.3850697651535
543,-1588.8750647236507
544,-1578.0117346576103
545,-1594.5727921466553
546,-1621.2954143826657
547,-1647.0326503499023
548,-1638.6922148838996
549,-1625.9956451987969
550,-1625.681742571462
551,-1649.339628708558
552,-1701.0810209599854
553,-1733.467146464795
554,-1771.1295973866897
555,-1774.5067234972935
556,-1777.8978469845792
557,-1760.500476371721
558,-1752.1984548348814
559,-1715.863404172598
560,-1722.2585739628003
561,-1737.8301998582172
562,-1727.633807738498
563,-1704.6265871058993
564,-1722.2302982799329
565,-1700.6227163286746
566,-1697.3773259167326
567,-1703.6469564142067
568,-1693.4513337679261
569,-1657.8398155186596
570,-1653.652228390308
571,-1642.3845107402901
572,-1657.5317849967937
573,-1663.3216931354752
574,-1668.9133901112452
575,-1664.211564532701
576,-1651.40013206569
577,-1656.959873104251
578,-1627.6898130864972
579,-1611.2451521457988
580,-1596.580682015462
581,-1587.832722311431
582,-1587.007350408596
583,-1576.51444332775
584,-1578.1643910582843
585,-1565.254225574475
586,-1568.9002611683466
587,-1573.9869591583808
588,-1593.2570769065348
589,-1573.6352950134524
590,-1572.1136304467964
591,-1571.3305354989413
592,-1577.1303093055697
593,-1584.171736807837
594,-1576.9398065579107
595,-1580.7613104508564
596,-1566.5421362239467
597,-1559.3696394083395
598,-1548.1526077510252
599,-1560.1711681515162
600,-1554.4698728806175
601,-1560.982985690668
602,-1554.3014250104713
603,-1560.4504286670694
604,-1574.2334116938887
605,-1592.3423886458954
606,-1609.4249050379658
607,-1632.7023491723298
608,-1642.689831657814
609,-1664.9577782869642
610,-1650.4019291478578
611,-1643.6645632989205
612,-1647.5503154204052
613,-1643.3599489349594
614,-1626.681394835753
615,-1625.3865028905407
616,-1638.9821488761825
617,-1627.213828276751
618,-1640.6863461927198
619,-1666.532691631476
620,-1695.575281650293
621,-1713.8963958998004
622,-1697.4666691797647
623,-1695.8178719853406
624,-1678.5276594947095
625,-1688.5606580713418
626,-1661.9498505463139
627,-1660.0640819063883
628,-1682.0205028137632
629,-1691.2870856438558
630,-1711.3128383967446
631,-1713.9017593965805
632,-1731.679663283891
633,-1737.452773241547
634,-1770.5529965087376
635,-1761.1608561023265
636,-1783.4429882744046
637,-1772.8050482708954
638,-1787.7718640426533
639,-1785.8618290294814
640,-1771.4228516874816
641,-1774.267211407215
642,-1775.491812781378
643,-1765.6713229176112
644,-1756.6439720455255
645,-1731.9119337548248
646,-1757.4247463371917
647,-1748.8973948798246
648,-1755.0182276184673
649,-1753.9418203253356
650,-1752.385012322925
651,-1780.0341488680879
652,-1797.715377654596
653,-1787.3680681735757
654,-1781.181159183017
655,-1752.8936368950065
656,-1749.8801231715563
657,-1747.4966386869264
658,-1774.103362078864
659,-1809.3019248780477
660,-1840.3149508555493
661,-1825.8216178949665
662,-1825.1383222595643
663,-1831.5211487460824
664,-1828.5001646944704
665,-1826.9013689585934
666,-1808.635349580237
667,-1781.8642816924182
668,-1751.3230897229398
669,-1766.8215015938922
670,-1757.2222411979508
671,-1731.2270239233396
672,-1739.0806701825811
673,-1735.648512021517
674,-1730.8389062853375
675,-1704.5262381360674
676,-1683.8002579528788
677,-1677.085677326713
678,-1670.8505441348657
679,-1667.6545815342015
680,-1657.28353755142
681,-1656.8508293461084
682,-1661.8589458492033
683,-1661.776279391094
684,-1670.0961099787316
685,-1652.199192326708
686,-1673.1612343892998
687,-1695.8978586809728
688,-1701.131531426072
689,-1722.6681081122847
690,-1741.7265068843951
691,-1749.762684062269
692,-1761.572351327987
693,-1735.6804136667
694,-1732.8073424214217
695,-1730.342498823368
696,-1722.893518528848
697,-1707.5778728588032
698,-1681.2240364962327
699,-1661.6203545494168
700,-1647.792583692111
701,-1621.3836102348573
702,-1621.7224932201166
703,-1621.4116894494225
704,-1641.9377671106918
705,-1661.9828233903206
706,-1668.487588270306
707,-1672.9104002638544
708,-1668.7889605762928
709,-1666.5854357419294
710,-1658.7358377278447
711,-1647.60497387392
712,-1664.183929303752
713,-1680.0795790199388
714,-1690.6198329975339
715,-1705.726980516316
716,-1706.0581303925658
717,-1712.8298667471474
718,-1684.610513844751
719,-1666.8446902975672
720,-1652.8997241841116
721,-1642.4552491409663
722,-1629.8725334215608
723,-1603.3644872425407
724,-1616.1242765523396
725,-1619.890739381569
726,-1634.2024058139143
727,-1645.7957832865175
728,-1639.5037824992924
729,-1636.810211580551
730,-1655.483142801759
731,-1668.1126957432418
732,-1678.4958796488002
733,-1671.5614230999324
734,-1683.8788361703182
735,-1694.2639738129337
736,-1694.8389956807998
737,-1674.4597176736859
738,-1698.8682350817753
739,-1682.5082918345474
740,-1698.4616840983697
741,-1703.36788399059
742,-1720.2719300107738
743,-1701.6603986974128
744,-1708.0833308071415
745,-1710.325980126192
746,-1691.0270722527857
747,-1690.67475230854
748,-1682.4763352579282
749,-1686.6451338294573
750,-1673.9422162425371
751,-1680.0346693623546
752,-1687.533900217244
753,-1720.2390804874833
754,-1719.568011187213
755,-1712.061155310641
756,-1710.939729226554
757,-1720.8010170165649
758,-1762.610157218607
759,-1750.3295778158117
760,-1733.5247307829106
761,-1705.6039916874072
762,-1702.1933500224993
763,-1706.1248102638315
764,-1738.9141399097568
765,-1785.391146243241
766,-1778.1030863531598
767,-1794.1425729164137
768,-1808.5928180341964
769,-1807.5768195408675
770,-1807.370538742171
771,-1780.8899965188164
772,-1781.5962566707528
773,-1782.3161769040819
774,-1786.3988337996702
775,-1779.1884423908957
776,-1782.9010517675342
777,-1785.0403781081366
778,-1771.4718539687099
779,-1774.270244484353
780,-1793.7838453312609
781,-1799.2365730213946
782,-1800.9493977050563
783,-1800.2371219179427
784,-1774.6146635301593
785,-1746.9975771368704
786,-1747.2993936429607
787,-1746.8150659747387
788,-1746.7020962081542
789,-1732.7599144794115
790,-1718.971237144824
791,-1752.3001018381185
792,-1775.0874747067078
793,-1751.0091578954907
794,-1737.5193332048543
795,-1726.5169981604922
796,-1766.823696090309
797,-1739.6795000396075
798,-1750.4193041708581
799,-1741.5514409113264
800,-1722.096106663763
801,-1702.863432052087
802,-1683.4158150072856
803,-1678.6776256180947
804,-1687.6396347645816
805,-1654.4192735027887
806,-1646.1075075787417
807,-1660.9566545789544
808,-1686.7338664047713
809,-1720.6660125736885
810,-1727.682451277613
811,-1731.8664382189834
812,-1764.2524131313392
813,-1779.0543905847433
814,-1782.479544506874
815,-1798.944119301645
816,-1795.7535172126954
817,-1863.1690467161438
818,-1856.8452454150624
819,-1839.4860713383814
820,-1854.8596426199995
821,-1840.4472900500955
822,-1822.4620619635098
823,-1846.2088310017339
824,-1817.5251406255693
825,-1822.2720997052077
826,-1836.4102778004471
827,-1845.5562677999792
828,-1864.1848346716745
829,-1857.8077599987082
830,-1822.5442828661614
831,-1806.907416727396
832,-1793.9606875480558
833,-1775.2575682881784
834,-1795.5035111534298
835,-1801.6564638443176
836,-1816.3313686060287
837,-1813.6340770641916
838,-1789.330420436588
839,-1784.7000010276695
840,-1747.3548679093035
841,-1736.1052432561146
842,-1760.0678067908384
843,-1794.3769385192209
844,-1820.129828389297
845,-1811.984070859387
846,-1798.3062364445989
847,-1773.93250617442
848,-1762.4842790917855
849,-1737.6795283479084
850,-1723.938924550778
851,-1689.032340193231
852,-1666.1956033738147
853,-1689.8238180141866
854,-1707.473379019488
855,-1729.2753200651268
856,-1743.5749909935287
857,-1803.5281883121113
858,-1818.3206688051387
859,-1826.3735384238212
860,-1820.425064783189
861,-1823.2863931820464
862,-1802.109988059458
863,-1800.6440778593128
864,-1802.3350263719965
865,-1792.6820333418216
866,-1775.145096513877
867,-1780.6911787251893
868,-1785.7223612876442
869,-1782.1045276308068
870,-1789.4317685618166
871,-1785.5448310709774
872,-1827.2852803343105
873,-1838.5883359590978
874,-1816.9389978085778
875,-1785.4502835237174
876,-1791.0454408788216
877,-1779.739619124739
878,-1790.2701240162633
879,-1790.2999991686293
880,-1808.1982922055033
881,-1833.7020667615714
882,-1862.5618852045573
883,-1868.3455687150608
884,-1875.0738919214293
885,-1858.3051229129835
886,-1832.3331372361108
887,-1835.8947856510358
888,-1822.8995178148452
889,-1827.0948245368313
890,-1834.2799832330804
891,-1856.9128608087397
892,-1851.6418376289491
893,-1868.272944401282
894,-1881.0258369333671
895,-1869.7000672373579
896,-1845.1229327825101
897,-1824.7394266598565
898,-1813.9042621500696
899,-1813.5698829782832
900,-1805.959834324488
901,-1795.103156663357
902,-1780.2670830065645
903,-1773.117986077935
904,-1772.9414825394106
905,-1769.5431255304488
906,-1775.2380646394772
907,-1747.6358388686817
908,-1729.6938352371287
909,-1721.0738854769293
910,-1714.4626481498844
911,-1716.321078308603
912,-1699.4404151970095
913,-1694.23397534095
914,-1683.0522244039037
915,-1663.0146654823448
916,-1656.8840822957393
917,-1674.3594746570107
918,-1657.8705492775382
919,-1657.5612318827784
920,-1659.7454012112614
921,-1667.8572373527495
922,-1676.0257155683375
923,-1683.7722859065868
924,-1700.1344844120636
925,-1690.3107180345128
926,-1666.28989016867
927,-1647.2901109396641
928,-1635.825699045708
929,-1632.8964461970281
930,-1630.5247697207208
931,-1643.605569936199
932,-1655.7360476834697
933,-1654.7310260530517
934,-1657.102696162408
935,-1639.93178418572
936,-1635.8807972425789
937,-1618.5308985740025
938,-1614.805334767712
939,-1643.0764485982154
940,-1633.536484714669
941,-1636.5019727064061
942,-1643.0698487659724
943,-1671.4470624146034
944,-1673.9474652564281
945,-1682.520582015397
946,-1698.3629617464649
947,-1691.0289513891194
948,-1666.711717336318
949,-1676.0141877299268
950,-1702.072317626689
951,-1703.7332757797446
952,-1686.8222841439992
953,-1699.6719852200101
954,-1706.093428776297
955,-1678.2717822778168
956,-1667.1704054222691
957,-1647.9625555207053
958,-1666.5984647603707
959,-1666.6552924673886
960,-1684.026992322378
961,-1729.1970067555692
962,-1745.8808805479568
963,-1732.4822821737746
964,-1716.6102228947077
965,-1713.7080226368296
966,-1712.2523826628085
967,-1733.4751150129248
968,-1758.6044314678152
969,-1784.54937070044
970,-1770.3634262535547
971,-1795.4165384741677
972,-1772.8212763812592
973,-1792.2721680295767
974,-1783.162037810926
975,-1808.0131875978316
976,-1809.259351177687
977,-1800.6753662015644
978,-1787.2543760009619
979,-1767.5906641522258
980,-1777.217802730815
981,-1760.7059132032805
982,-1781.375880354092
983,-1790.8614034998127
984,-1794.9298118470804
985,-1815.1541135721352
986,-1836.8062279566109
987,-1809.8824072071486
988,-1804.0267669653315
989,-1768.9314780626469
990,-1746.1916322445838
991,-1727.3528343605685
992,-1712.5372431692444
993,-1694.2573110689514
994,-1663.94740759848
995,-1654.433377458204
996,-1647.5384437510081
997,-1626.8862642568465
998,-1622.0342935003384
999,-1634.7401999356102
1000,-1620.8310200446288
1001,-1617.4373271297256
1002,-1601.6038799921535
1003,-1611.2372507163896
1004,-1615.6625575947369
1005,-1637.2202578478536
1006,-1640.9588701621901
1007,-1671.188618530231
1008,-1704.161438767252
1009,-1736.4543302326347
1010,-1737.0159818449417
1011,-1732.8642897909963
1012,-1725.8422279525748
1013,-1739.997417363627
1014,-1749.5385356744102
1015,-1739.8355668209074
1016,-1732.9230900168745
1017,-1749.9350717954385
1018,-1737.0371881539681
1019,-1733.3179755601175
1020,-1712.1474665257222
1021,-1742.311707966241
1022,-1746.28232619584
1023,-1733.4523449884593
1024,-1736.1801641453164
1025,-1753.1813962039935
1026,-1743.386506384797
1027,-1743.942572073206
1028,-1727.8717729851392
